ID,vnumber,pnumber,key,latitude,longitude,trafid1,trafid2,MaxPrice,AvgPrice
109,1,1,1.32E+19,41.47478056,-81.69004722,I-490,.,25995,20558
111,1,1,1.72E+19,40.14740278,-84.29381944,PIQUA-CLAYTON RD.,.,7995,5728
112,1,1,1.24E+17,41.23764722,-81.90048611,SR-303,.,7988,4455
113,1,1,2.11E+19,40.22689167,-82.51957778,US-62,SR-661,29485,19278
117,1,1,9.11E+16,41.30832778,-83.1685,SR-53,.,159990,157044
120,1,1,2.58E+17,41.63986667,-83.51844444,NEVADA ST.,FEDERAL ST.,34665,32331
124,2,1,2.04E+20,39.97611111,-82.9951,I-670,.,85805,71660
128,1,1,1.39E+16,39.97918611,-82.98539722,I-71,.,6900,4792
130,1,1,2.17E+16,41.54134444,-81.59748889,ST CLAIR AVE.,125TH ST.,5995,5436
131,1,1,2.30E+15,39.10861111,-83.78638889,SR-138,.,30412,20147
133,2,1,6.56E+16,39.77074722,-81.37835,SR-78 WOODSFIELD RD,.,8760,5784
134,1,1,1.01E+19,39.37302778,-84.44173611,HAMILTON-MASON RD.,.,6990,4251
135,1,1,1.22E+20,39.292375,-84.39376389,US-42,CRYSTALVIEW DR.,27700,27380
137,1,1,1.74E+19,41.29401111,-82.02095,SR-83,.,50500,32392
139,1,1,6.55E+17,39.60069722,-84.1612,SR-48,.,22000,22000
140,1,1,3.31E+17,39.27887778,-84.57395278,I-275,.,10995,6192
143,3,1,1.06E+17,41.35469444,-81.81866944,I-71,.,14900,9806
144,1,1,6.15E+16,40.00256944,-83.1184,I-270,.,2995,2995
145,1,1,2.15E+19,40.14870833,-84.71739167,SR-571,.,34348,25793
147,1,1,2.24E+20,41.19633611,-80.66410556,SR-193,.,20000,14820
148,1,1,2.02E+20,41.25499167,-82.36635,US-20,.,7999,6999
149,1,1,1.94E+20,41.45995556,-81.49593056,I-271,.,63877,46109
150,1,1,2.42E+15,39.89383333,-82.74546389,CR-20 PICKERINGTON RD,.,31999,25946
152,1,1,2.15E+20,40.78361111,-82.41083333,I-71,.,28000,28000
153,1,1,1.92E+19,38.84366667,-82.15197222,SR-735,TR-207,7290,6322
156,1,1,1.45E+20,41.32416667,-82.59472222,I-80,.,204448,193379
166,1,1,3.51E+17,40.06512778,-80.78617222,I-70,.,22500,22500
167,1,1,1.31E+19,41.66922222,-84.36030556,US-20,.,57993,40212
172,1,1,6.56E+17,39.93847222,-82.83021944,BRICE RD.,EASTGREEN BL,60000,60000
174,1,1,1.24E+20,41.32906111,-82.49277778,I-80,.,486784,354691
187,1,1,1.00E+18,39.34691944,-84.52017222,SYMMES RD,NORTH GILMORE RD,152980,144310
192,1,1,6.60E+16,39.33449167,-81.74977222,CR-3 VETO RD,.,16999,10982
193,1,1,1.00E+20,39.88231111,-83.95345833,I-70,.,11885,7963
196,2,1,1.61E+20,40.50888889,-82.69833333,I-71,.,139400,77549
197,1,1,2.34E+17,39.91878889,-82.82431111,GENDER RD.,BENNELL DR.,24410,14182
199,1,1,1.50E+19,40.37308056,-82.83103889,I-71,.,984608,764718
248,1,1,8.32E+16,41.483925,-81.76738889,116TH ST.,.,11745,11745
252,1,1,1.00E+20,40.64608056,-80.58875556,US-30,.,15988,11552
256,2,1,1.20E+19,41.60843056,-84.50735278,I-80,.,756798,716554
273,2,1,1.69E+17,41.40238889,-83.65065556,SR-25 MAIN ST.,.,37900,25847
275,1,1,1.44E+20,41.24871944,-84.12931389,SR-108,.,22000,22000
276,1,1,2.15E+19,41.70715278,-83.61462222,SANDRA DR.,.,1000,1000
277,1,1,7.55E+17,39.26595833,-83.49376944,SR-138,.,94730,37788
279,1,1,9.25E+16,41.6331,-83.5295,MIAMI ST,.,182490,169956
281,1,1,1.58E+19,39.48449444,-84.51243889,SR-73 TRENTON OXFORD RD,JACKSONBURG RD,79050,61550
287,1,1,1.54E+20,41.80859444,-81.07404722,CR-13 GREEN RD,.,25969,19653
289,1,1,1.45E+20,41.16838333,-82.09834167,SR-18,.,25995,7467
292,1,1,1.11E+20,39.94169444,-83.68605556,CR-362 OLD COLUMBUS RD.,.,15990,9314
294,1,1,1.00E+21,40.05953889,-82.95303056,MORSE RD,CLEVELAND AVE,26991,21596
296,2,1,1.22E+19,39.40197778,-84.53978611,SR-4 FAIRGROVE AVE,.,50934,35130
298,1,1,8.89E+19,41.34520278,-82.28383889,SR-113,.,48206,35358
301,1,1,2.11E+18,41.42416667,-81.05972222,SR-528,.,64999,64999
305,1,1,1.14E+20,41.02291944,-81.05042222,SR-14,.,45995,45436
307,1,1,1.81E+19,40.05726944,-82.90346944,I-270,MORSE RD.,60850,44102
311,1,1,7.49E+17,39.21499444,-82.17305,SR-681,.,8344,6171
312,1,1,7.12E+16,41.37395278,-83.57151944,BOWLING GREEN RD,HOUSEKEEPER RD,78750,53256
315,1,1,4.32E+16,41.54589722,-81.61347222,I-90,.,27996,23856
317,2,1,2.41E+17,39.95364722,-82.95991389,I-70,.,4000,4000
318,1,1,1.00E+20,39.9731,-83.08123889,I-70,I-670,87724,60964
325,1,1,1.94E+19,39.979275,-82.98190278,I-670 RAMP,I-71,13020,7342
327,1,1,1.76E+20,40.86724167,-82.51333889,SR-13 MAIN ST.,CHESROWN RD.,23488,20566
330,1,1,1.69E+19,40.88900556,-81.19820278,US-62,BEECH ST,28795,17496
334,2,1,1.50E+19,39.96629167,-83.29733889,I-70,.,1175432,1057390
383,1,1,1.72E+19,41.02472222,-80.61527778,SR-170,.,6995,5207
384,1,1,1.72E+18,39.83309167,-84.29202222,CR-229 TAYWOOD RD.,CR-24 WESTBROOK RD.,32995,19465
386,1,1,1.00E+20,41.673675,-83.74626944,US-20,.,7112,4373
391,1,1,2.12E+19,40.01096111,-84.23018889,I-75,.,75000,75000
394,1,1,1.13E+18,39.42478889,-84.11108056,TR-94 COLD SPRINGS RD,.,14000,9260
396,1,1,1.84E+19,39.15391667,-84.53855,I-75,.,13599,10552
397,1,1,2.43E+17,39.99881667,-83.04913611,WALTHAM RD,NORTH STAR RD,4999,3284
398,1,1,1.35E+20,40.92333333,-84.54146667,US-224,.,40000,40000
399,1,1,1.92E+20,40.92357222,-81.15378056,CR-23 FRESHLEY AVE,CR-41 BEESON ST.,15998,10456
402,1,1,8.32E+17,39.761025,-84.53025833,STOTLER RD,.,22900,20448
403,1,1,2.12E+20,39.01246667,-82.82086667,SR-32,.,41995,27403
405,1,1,1.96E+18,39.49666667,-84.39695556,S UNIVERSITY BLVD,MCCURRY ST,111990,103390
408,1,1,2.59E+17,39.64649444,-83.53716389,SR-41,.,113996,104164
411,1,1,1.07E+18,39.63948056,-84.49670278,SR-725,.,148896,109793
415,1,1,8.89E+18,39.72469167,-84.26642778,SR-4,LISCUM DR.,46999,34852
416,1,1,1.04E+19,40.97908056,-81.09903333,SR-225,.,6975,6975
418,1,1,1.35E+18,38.75233889,-82.63308333,SR-93,.,9500,9500
420,1,1,6.33E+17,40.58157778,-84.17216111,SR-67,.,24895,18292
424,1,1,1.21E+19,41.68160556,-83.69494722,I-475,.,46500,41735
427,1,1,7.52E+17,40.77223611,-83.63865556,US-68,.,117988,110856
432,1,1,7.51E+17,39.485925,-81.63376944,SR-339,.,28000,28000
433,1,1,2.35E+19,39.59541389,-84.27064444,CRAINS RUN RD,.,35800,33448
435,1,1,1.52E+20,41.06318333,-81.637825,CR-17,.,9500,6945
436,1,1,5.53E+17,39.16561111,-82.73879167,US-35,TR-213 CAIN RD.,1500,1500
439,2,1,1.54E+20,41.04543889,-84.57295556,US-127,.,51990,14934
441,1,1,1.65E+20,40.81070556,-81.91418333,SR-585,HIGHLAND PARK RD.,72980,55915
444,1,1,1.14E+20,39.90308056,-83.02780278,I-71,.,9999,6848
446,1,1,8.89E+18,41.07900278,-80.64289167,CR-537 GIBSON AVE,MABEL ST.,56000,56000
448,1,1,5.55E+17,41.55559444,-81.59550556,I-90,.,15994,11472
450,1,1,8.18E+18,41.03973611,-84.30175556,SR-634,.,2999,2999
451,1,1,7.22E+17,41.09565556,-84.72681389,SR-49,.,5995,4473
452,1,1,1.59E+17,39.95810556,-83.34464722,I-70,.,28699,26238
459,1,1,1.85E+20,39.58846944,-84.65663889,US-127,.,11000,11000
460,1,1,1.83E+19,39.35035,-83.05113889,US-50,TR-608,24490,19289
463,1,1,2.33E+20,38.82918056,-82.851125,SR-335,.,33488,25772
469,1,1,1.37E+18,39.11379722,-84.52988889,LIBERTY ST.,LOCKHURST LN.,14495,11493
471,1,1,1.22E+18,39.92511111,-83.07985,CR-125 CLIME RD.,WESTSHIRE RD.,10061,7801
473,1,1,1.75E+19,40.40931111,-83.74557778,US-68,.,19974,17890
477,2,1,1.13E+20,39.87435556,-83.84408889,US-68,SPRINGFIELD XENIA RD,26714,20790
479,1,1,1.63E+19,40.89148056,-83.13164722,SR-231,TR-43,105200,71710
483,1,1,1.00E+20,40.97985556,-83.38210556,US-23,.,54550,25033
485,1,1,2.12E+20,41.54358333,-81.337775,CR-8 WILSON MILLS RD.,SR-306,15563,13860
487,1,1,1.00E+19,41.33102222,-82.19614722,CR-39 OBERLIN RD,.,7995,5442
488,1,1,1.35E+18,40.57027778,-82.88583333,SR-95,.,29998,22002
490,1,1,1.45E+18,40.88806667,-82.42583889,SR-96,OLIVESBURG FITCHVILLE RD,49996,44408
493,1,1,1.95E+20,41.57375556,-83.76684444,US-20A,WECKERLY RD.,65791,47555
496,1,1,1.12E+18,41.181125,-83.4517,STEARNS RD,.,50000,50000
498,1,1,1.35E+19,40.358,-80.77336389,US-22,CR-22A CADIZ RD.,13995,13995
500,1,1,1.00E+21,39.39116667,-84.63176389,ROSS HANOVER RD,.,5995,4426
501,1,1,1.37E+18,39.54691111,-84.77032222,TR-46 TODD RD.,.,43767,43767
504,1,1,1.44E+20,41.47148333,-81.88245833,CLAGUE RD,SR-254 DETROIT RD,29193,20983
507,1,1,1.13E+19,39.85761389,-83.463625,SR-38,.,9546,8506
509,1,1,2.33E+20,41.13805556,-81.87097778,WASHINGTON ST.,PROSPECT ST.,4995,4995
512,1,1,3.17E+15,39.15564722,-83.84241667,SR-134,.,6877,4344
513,1,1,1.49E+16,39.93859444,-83.75541389,COLUMBUS AVE,.,144985,94650
518,1,1,1.12E+20,39.59718611,-82.18262778,SR-155,.,11210,4130
519,1,1,1.44E+20,40.82464167,-84.01357222,US-30,THAYER RD,160995,160995
527,1,1,1.43E+19,41.53421667,-81.57337778,TERRACE RD,.,9970,9884
529,1,1,1.14E+20,39.40706389,-81.48993056,SR-550,.,20946,18776
533,1,1,7.59E+17,41.02704444,-81.32584444,US-224,.,44000,44000
537,1,1,2.23E+19,41.44419722,-81.79491111,EMERY AVE,W 144TH ST,3949,3949
538,1,1,8.50E+17,41.67435278,-83.41795278,CR-179 CEDAR POINT RD.,.,98960,69834
541,1,1,1.55E+20,41.45928333,-81.03418889,SR-87,.,2595,2595
542,1,1,1.33E+20,40.98880278,-81.66362778,SR-21S,EASTERN RD,30995,25243
544,1,1,1.54E+20,41.531525,-81.58786389,CR-342 HAYDEN RD.,SECOND AVE.,40000,40000
545,1,1,2.16E+18,39.48264722,-84.50808056,US-73,.,169990,163276
547,1,1,1.24E+20,41.55486389,-83.06763889,SR-2,CR-26 CARROLL ERIE RD,51999,34871
549,1,1,1.85E+20,38.993775,-84.179675,CR-17 LINDALE MOUNT HOLLY RD.,.,10000,10000
550,1,1,1.65E+20,40.3338,-83.67156389,CR-153,.,17750,9732
551,1,1,1.13E+20,41.38907778,-80.72439444,CR-197 PHILLIPS RICE RD.,SR-88,21500,13960
552,1,1,1.51E+19,41.43969167,-83.74687222,TR-230 TONTOGANY CREEK RD.,.,17990,11268
554,1,1,3.13E+16,41.72088611,-83.60256389,W ALEXIS RD,.,15500,7026
555,1,1,1.74E+20,39.879675,-81.97565556,SR-60,.,15552,13941
557,1,1,1.65E+20,41.07508333,-81.49068333,N ARLINGTON ST,.,19890,16977
559,1,1,1.00E+21,39.48451944,-84.51243889,SR-73,JACKSONBURG RD,56754,52602
564,1,1,7.29E+17,41.37702222,-83.18466667,US-20,.,107495,91556
566,1,1,4.17E+12,41.20866944,-81.83786944,TR-109 FOSKETT RD,.,66000,66000
569,1,1,1.34E+17,39.73147778,-84.25027778,NICHOLAS RD,.,41966,25648
574,1,1,1.35E+20,41.53074722,-83.12587222,CR-98 SALEM CARROLL RD,TR-102 BEHLMAN RD,97900,73062
578,1,1,3.23E+15,41.53432222,-81.59902778,EDDY RD,ARLINGTON AVE,7000,5600
580,1,1,1.73E+19,39.816425,-82.7055,CR-17 PLEASANTVILLE RD,.,27495,20987
582,1,1,2.35E+19,39.97586667,-81.12900556,CR-102 SANDY RIDGE RD,.,6997,6449
584,1,1,2.25E+20,41.68348889,-83.69547778,US-23,.,4900,4262
585,1,1,2.22E+20,39.22642778,-84.44996389,SHEPHERD AVE,.,3000,3000
587,2,1,1.65E+20,39.74258889,-80.85634167,SR-7,.,20000,20000
588,1,1,6.63E+14,41.58570556,-83.65523056,CASS RD,DUSSEL DR,13994,11491
590,1,1,1.36E+19,41.00783333,-82.48426111,SR-13,.,11295,9575
593,2,1,6.57E+17,39.7381,-83.34748056,I-71,.,6991,4247
595,1,1,1.02E+19,41.0285,-81.29217778,CR-87 WATERLOO RD,.,2995,2995
596,1,1,1.00E+19,41.48361111,-81.8425,LAKE RD,CORNWALL RD,8000,8000
597,1,1,1.47E+18,40.9792,-82.04288056,I-71,.,84500,71000
599,1,1,4.47E+17,39.88163889,-82.82618889,GENDER RD,.,24975,17446
603,1,1,1.75E+20,40.2451,-81.7286,CR-5,.,56000,56000
606,1,1,9.52E+17,41.41373889,-82.22591667,CR-152 N MAIN ST,.,6999,4219
607,1,1,1.53E+20,41.5575,-84.3618,CR-26,CR-F,53590,27320
610,1,1,2.22E+20,41.13608056,-82.02367222,SR-83 AVON LAKE RD,CR-4 SMITH RD,46798,22882
614,1,1,6.60E+16,39.82796944,-84.78168889,I-70,.,29000,17709
615,1,1,2.23E+20,39.66473889,-84.22273611,SR-741,.,5995,5322
616,1,1,1.05E+20,39.89520556,-83.04399722,I-270,.,21488,14478
618,1,1,1.33E+19,39.21510833,-84.13036944,CR-81 MANILA RD,.,4000,4000
619,1,1,8.25E+16,40.45076111,-81.50715278,CR-21 STONECREEK RD,.,20000,14820
621,1,1,1.75E+19,41.35292778,-80.736725,SR-46,.,25360,24430
623,2,1,1.65E+18,39.876775,-81.15062222,SR-800,.,10000,10000
626,2,1,1.62E+20,40.66475833,-83.11008611,SR-4,US-23,25000,23500
628,1,1,1.23E+19,41.680325,-80.72233056,CR-27 E UNION RD,CR-12 FOOTVILLE RICHMOND RD,14088,10761
630,1,1,1.71E+19,39.58777222,-84.30782778,UNION RD,.,35992,23288
634,1,1,1.20E+19,40.09332778,-82.9469,BLENDON WOODS BLVD,BLOSSOM AVE,13990,11018
636,1,1,2.24E+19,41.45863611,-81.72980833,DENISON AVE,.,16993,12641
639,1,1,1.75E+19,39.89307222,-84.01136667,CR-303 MEDWAY NEW CARLISLE RD,TR-80185 CROSKEY BLVD,21990,17221
641,1,1,1.75E+19,40.74277778,-80.63888889,SR-7,.,27229,18885
649,1,1,1.62E+19,40.15289722,-82.21810278,SR-586,CR-202,82493,65674
652,1,1,1.06E+17,39.10413889,-84.29223333,SR-32,CR-171 CINCINNATI BATAVIA PIKE,45990,39268
656,1,1,2.11E+20,39.21114167,-83.02505833,CR-167 BLAIN HIGHWAY,.,3995,3248
658,1,1,1.83E+20,41.61762778,-83.58683889,SR-25 ANTHONY WAYNE TRAIL,WOODSDALE AVE,31346,23234
662,1,1,2.04E+20,41.23753889,-82.30440833,SR-511,SR-303,43490,20539
668,1,1,1.92E+18,40.52103611,-82.54858889,SR-13,.,35800,24526
670,1,1,1.00E+20,39.5709,-84.2513,CLEARCREEK FRANKLIN RD,TAMARACK TL,34995,12834
671,1,1,2.22E+20,39.85403889,-84.17053889,CR-218 RIP RAP ROAD,.,25000,24496
673,1,1,3.22E+17,41.68829167,-83.59586111,BERDAN AVE,.,4995,4566
674,1,1,1.85E+20,41.63787222,-83.64573889,HILL AVE,.,3999,3450
675,1,1,2.00E+19,41.12457778,-84.727,SR-49,.,60000,60000
678,1,1,1.00E+18,40.764575,-82.53811667,W 4TH ST,.,2995,2048
679,1,1,1.14E+20,41.93634167,-80.56394167,SR-7,.,4890,3922
687,1,1,8.17E+16,40.55585556,-81.91474444,N CRAWFORD ST,.,12000,12000
688,1,1,5.28E+16,41.41443333,-82.76361111,SR-101,HOWARD DR,2995,2995
690,1,1,1.43E+19,41.66428056,-83.53804167,SR-120 CHERRY ST.,BANCROFT ST.,19999,15051
691,1,1,1.00E+20,40.05790556,-82.54548056,SR-16,.,77995,74393
693,1,1,1.34E+16,39.92538056,-83.80028611,E COLUMBIA ST,N MURRAY ST,28400,22100
695,1,1,1.82E+20,41.38723333,-82.95449444,CR-260,CR-247,32985,21977
698,1,1,4.55E+15,39.18310278,-84.45633056,SEYMOUR AVE,.,7000,7000
704,2,1,1.23E+20,41.43606111,-82.18545278,CR-39 OBERLIN AVE,TR-1334 38TH ST.,900,900
705,1,1,1.15E+19,41.06206111,-81.50511667,I-76W,I-77N,12000,12000
706,1,1,1.34E+20,41.00339722,-81.34129722,TR-16 SWARTZ RD,.,11210,4130
707,1,1,3.23E+17,41.39447222,-82.05830278,CASE RD,.,104850,67593
710,1,1,2.34E+20,39.08778056,-81.98783889,CR-26,.,7990,6818
711,1,1,1.64E+20,41.39640556,-82.14329167,I-80,.,98000,94000
713,1,1,1.53E+20,39.36722222,-84.36277778,TR-117 COX RD.,.,4999,3284
714,1,1,1.22E+20,39.26208056,-84.57395278,PIPPIN RD,.,7000,7000
716,1,1,1.85E+20,41.12373333,-80.75706944,I-80,.,104995,102363
718,1,1,2.25E+20,39.76860278,-82.73924444,CR-39 LITHOPOLIS RD,.,17000,11294
719,1,1,9.51E+17,39.44966389,-84.0226,I-71,.,247240,173936
723,1,1,1.64E+20,39.75326389,-84.21627778,5TH ST.,CONOVER ST.,20998,16552
724,1,1,8.21E+16,41.255,-81.47361111,I-80,.,32490,19956
725,1,1,1.12E+16,40.09061667,-83.76365,SR-55,.,15000,15000
727,1,1,1.57E+17,40.90755,-81.30656111,STATE ST,.,41997,28833
730,1,1,1.83E+20,41.39031667,-82.01813889,US-20,.,44000,44000
732,1,1,3.33E+14,41.53888333,-81.539,PRINCETON BL,.,1967,1967
733,1,1,3.33E+17,41.37443056,-82.03199167,CR-623 SUGAR RIDGE RD.,.,14998,11831
735,2,1,5.35E+16,40.24601667,-83.39560556,US-33,.,7595,7595
736,1,1,4.59E+17,40.84795556,-83.37190278,TR-49,.,6000,6000
737,1,1,2.12E+20,39.88466667,-84.01199167,CR-303 MEDWAY-NEW CARLISLE RD.,.,27500,20362
738,1,1,1.55E+20,40.23039444,-83.34877778,COLUMBUS AVE,.,24000,20614
741,1,1,1.00E+20,39.53859167,-84.48666389,SR-744 OXFORD MIDDLETOWN RD,.,11740,6262
742,1,1,1.23E+20,39.7492,-84.1369,US-35,.,5495,5495
743,1,1,8.53E+17,40.64115278,-84.40898889,SR-197,.,78999,77466
745,1,1,1.33E+19,40.40599444,-82.85544167,SR-229,.,63965,49783
750,1,1,7.60E+17,41.45898889,-83.67461944,SR-582,HULL PRAIRIE RD.,10923,9486
752,1,1,1.63E+19,40.13186667,-82.73518056,US-62,TR-86 MILLER CHURCH RD.,40913,31029
756,1,1,1.73E+20,39.99111111,-81.92416667,SR-93 ADAMSVILLE RD.,.,42995,40813
758,1,1,1.71E+19,40.75222778,-82.66126111,SR-314,.,6990,4251
760,1,1,2.63E+15,40.74384167,-84.12933611,SR-81 ALLENTOWN ST.,TR-343 KENILWORTH AVE.,12000,12000
762,1,1,1.05E+20,40.52933889,-81.323225,CR-89 HENDERSON SCHOOL ROAD NE,.,27065,23868
764,1,1,2.03E+19,41.58933056,-84.14891944,SR-108,.,13998,10021
766,1,1,1.71E+19,41.4859,-84.526175,US-127,CR-15D,9177,9177
770,1,1,1.91E+20,40.2461,-81.8708,CR-271,.,35970,21309
773,1,1,9.47E+17,39.68789167,-84.63111111,US-127,.,15996,10164
775,1,1,1.31E+19,39.49242778,-84.27751667,SR-122,BEATRICE DR,10000,10000
778,2,1,3.42E+17,41.62472778,-81.45802778,SR-2 RAMP,.,32985,26426
779,1,1,1.88E+19,40.970725,-83.48515556,SR-15,.,71985,56728
783,2,1,1.62E+20,39.39943056,-83.81185,SR-134,CR-7 FARMERS RD,7995,4680
784,1,1,1.00E+19,39.83511111,-82.27659722,SR-668,.,11588,6598
785,1,1,1.57E+18,39.13514167,-84.24563611,CR-123 TEALTOWN RD,.,8700,8350
786,1,1,1.73E+20,41.03011111,-81.40630556,US-224,TR-1467 NEAL RD.,85900,61062
790,1,1,1.55E+20,38.72716111,-82.83015278,CR-2 LICK RUN-LYRA BLOOM RD.,.,3600,3600
792,1,1,4.10E+17,40.94621944,-84.50622778,CR-192 WETZEL RD.,.,24995,15424
793,1,1,5.44E+16,41.09491944,-80.67116111,GLENWOOD AVE,.,1000,1000
794,1,1,2.32E+16,38.883625,-82.92472778,CR-54 MORRIS LANE-BLUE RUN RD.,.,13800,7464
796,1,1,1.86E+19,41.28965278,-84.33958889,CR-424 E RIVER RD,.,20998,19866
798,1,1,2.16E+20,39.39221667,-84.52993056,PRINCETON RD,.,6900,6900
800,1,1,1.29E+19,40.80001667,-81.71618333,US-30,CR-30A,89997,89214
802,1,1,2.34E+16,41.41919167,-82.18292778,CR-1 RIDGE RD.,.,17145,17145
805,1,1,2.05E+20,39.98724444,-82.77157222,BROAD ST,.,92176,57441
808,1,1,1.21E+16,38.73113056,-83.46453333,CR-1-R WAGGONER RIFFLE RD,.,16000,9940
810,1,1,1.00E+20,38.90726389,-84.20020278,SR-232,.,26980,18310
811,1,1,8.40E+16,41.6718,-83.5792,AUBURN AVE,.,5795,3932
813,1,1,2.14E+19,41.44515556,-81.60391111,SR-43 MILES AVE,E 114TH ST,21250,13232
815,1,1,3.25E+17,41.46786111,-81.60151389,US-422 KINSMAN RD,E 117TH ST,278400,213624
824,1,1,2.33E+19,41.32754444,-82.916825,TR-278,.,29990,13041
825,1,1,2.14E+19,39.17397222,-84.49050833,I-75,.,34995,29784
830,1,1,1.00E+20,39.107225,-81.80861389,TR-272 CURTIS HOLLOW RD.,.,2850,2850
831,1,1,1.13E+20,41.05856944,-83.66933889,W TRENTON AVE,I-75,55876,42275
834,1,1,1.34E+19,40.29376944,-80.6525,SR-151,.,17998,12746
836,1,1,1.66E+17,39.63925556,-83.66411111,OLD US 35 HWY,ROSEMOOR RD,125000,125000
843,1,1,1.18E+15,41.78160556,-80.97696111,TR-135,SR-84,34961,18479
845,1,1,1.00E+20,40.05631944,-82.13993611,SR-146,.,26500,19500
846,1,1,1.23E+17,41.87708611,-80.79167222,CR-904,31ST ST.,2995,2995
847,1,1,2.03E+19,40.91178889,-82.49930556,SR-13,SR-603,120300,52173
852,1,1,2.34E+20,40.32464722,-82.84111944,SR-61,.,12999,7262
853,1,1,4.59E+18,39.87711944,-83.14304444,CR-135 GROVE CITY RD.,.,4200,4200
854,1,1,1.84E+19,38.77113333,-82.84319722,CR-15,.,64966,62389
857,1,1,2.33E+19,39.47540556,-81.30640556,SR-26,.,44000,44000
859,1,1,1.76E+19,40.20842222,-84.79085,UNION CITY ELROY RD,.,9500,5842
860,1,1,1.03E+19,39.40663056,-84.01080556,US-22,SR-350,102400,97700
863,1,1,1.00E+20,39.7714,-84.2813,SR-49,.,15990,11932
865,1,1,5.44E+17,39.18638889,-84.54505833,US-127,.,43450,29779
867,1,1,3.53E+16,41.23480833,-81.08843333,SR-303,.,53490,40758
